Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
1264;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1264;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1265;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1265;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1266;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1266;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1267;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1267;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1268;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1268;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1269;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1269;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1270;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1270;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1271;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1271;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6070&tipo=0&stato=1;1;6070;74;15;CE;Santa Maria La Fossa;Terreno;Terreno;Terreno agricolo;;;
1272;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1272;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=15&comune=2134&tipo=0&stato=2;2;2134;15;3;BS;Capriano Del Colle;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/368.pdf
1273;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1273;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=15&comune=2134&tipo=0&stato=2;2;2134;15;3;BS;Capriano Del Colle;Terreno;Terreno;Terreno agricolo;Comuni;;
1274;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1274;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7166&tipo=0&stato=2;2;7166;88;18;RC;Ardore;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1275;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1275;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7166&tipo=0&stato=2;2;7166;88;18;RC;Ardore;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1276;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1276;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7166&tipo=0&stato=2;2;7166;88;18;RC;Ardore;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
1277;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1277;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7166&tipo=0&stato=2;2;7166;88;18;RC;Ardore;Terreno;Terreno;Terreno agricolo;Comuni;;
1278;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1278;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1279;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1279;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1280;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1280;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1281;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1281;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1282;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1282;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1283;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1283;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1284;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1284;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1285;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1285;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1286;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1286;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
1287;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1287;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
1288;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1288;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
1289;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1289;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
1290;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1290;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6386&tipo=0&stato=2;2;6386;78;15;SA;Angri;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
1291;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1291;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6617&tipo=0&stato=1;1;6617;80;16;BA;Cassano Delle Murge;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1292;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1292;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1293;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1293;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Abitazione indipendente;Comuni;;
1294;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1294;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
1295;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1295;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
1296;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1296;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
1297;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1297;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
1298;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1298;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
1299;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1299;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
1300;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1300;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Terreno;Terreno;Terreno agricolo;Comuni;;
1301;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1301;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Terreno;Terreno;Terreno agricolo;Comuni;;
1302;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1302;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Terreno;Terreno;Terreno agricolo;Comuni;;
1303;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1303;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=2;2;7364;92;19;PA;Altofonte;Terreno;Terreno;Terreno agricolo;Comuni;;
1304;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1304;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6617&tipo=0&stato=2;2;6617;80;16;BA;Cassano Delle Murge;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Abitazione indipendente;Comuni;;
1305;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1305;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6617&tipo=0&stato=2;2;6617;80;16;BA;Cassano Delle Murge;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Corpo Forestale dello Stato;;
1306;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1306;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6617&tipo=0&stato=2;2;6617;80;16;BA;Cassano Delle Murge;Terreno;Terreno;Terreno agricolo;Comuni;;
1307;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1307;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1698&tipo=0&stato=1;1;1698;109;3;MB;Busnago;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1308;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1308;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1698&tipo=0&stato=1;1;1698;109;3;MB;Busnago;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;;;
1309;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1309;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7411&tipo=0&stato=5;5;7411;92;19;PA;Palazzo Adriano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1310;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1310;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7411&tipo=0&stato=5;5;7411;92;19;PA;Palazzo Adriano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;;;
1311;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1311;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=1;1;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1312;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1312;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=1;1;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1313;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1313;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=1;1;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
1314;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;1314;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7364&tipo=0&stato=1;1;7364;92;19;PA;Altofonte;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
